risk_id,loan_id,customer_id,risk_grade,pd,lgd,ead,ecl,risk_weight,rwa,provision_amount,assessment_date_id,basel_category
RISK00704,LOAN00704,CUST0758,AAA,0.0751,0.699,71660.53,3761.81,0.6236,89535.29,3966.43,20241008,Sovereign
RISK00705,LOAN00705,CUST0207,B,0.5574,0.3438,108690.81,20828.87,0.3542,110806.28,20218.87,20240628,Retail
RISK00706,LOAN00706,CUST0856,AA,0.1834,0.6707,421575.84,51856.52,0.2607,555448.49,50241.49,20240506,SME
RISK00707,LOAN00707,CUST0768,AA,0.186,0.5448,32092.03,3251.98,0.8611,37402.37,3127.9,20250205,SME
RISK00708,LOAN00708,CUST0006,D,0.95,0.3194,11678.86,3543.72,0.7642,10029.34,3451.55,20250201,Sovereign
RISK00709,LOAN00709,CUST0156,BBB,0.3473,0.3461,11245.7,1351.74,1.267,6003.01,1426.24,20240131,Corporate
RISK00710,LOAN00710,CUST0690,AA,0.1699,0.3544,131766.3,7933.99,0.7866,131849.01,7294.6,20250415,SME
RISK00711,LOAN00711,CUST0761,AAA,0.0192,0.4521,52362.12,454.52,0.6322,40200.49,466.01,20241206,Retail
RISK00712,LOAN00712,CUST0014,AAA,0.01,0.5234,75376.34,394.52,0.4139,51667.65,358.03,20240721,SME
RISK00713,LOAN00713,CUST0538,AAA,0.084,0.5366,211100.66,9515.24,0.655,240692.12,9372.68,20240515,SME
RISK00714,LOAN00714,CUST0376,AAA,0.0716,0.5275,87526.18,3305.78,0.5979,42947.47,3558.39,20240622,Retail
RISK00715,LOAN00715,CUST0798,AAA,0.0359,0.4307,140763.88,2176.51,0.5691,106495.81,2370.76,20250501,Retail
RISK00716,LOAN00716,CUST0315,AAA,0.093,0.469,10745.89,468.7,1.3428,13897.03,448.53,20240819,SME
RISK00717,LOAN00717,CUST0166,AAA,0.01,0.4705,85435.92,401.98,1.2782,66049.08,405.81,20240922,Sovereign
RISK00718,LOAN00718,CUST0423,AAA,0.0828,0.5738,323516.66,15370.48,0.7323,211502.16,14879.45,20250526,Sovereign
RISK00719,LOAN00719,CUST0228,AAA,0.0914,0.5559,17479.65,888.13,0.8445,21703.51,915.15,20240806,Retail
RISK00720,LOAN00720,CUST0915,AAA,0.0172,0.3984,0.0,0.0,0.5199,0.0,0.0,20250506,Corporate
RISK00721,LOAN00721,CUST0109,BB,0.4131,0.5057,210706.02,44017.47,0.4593,90902.18,45624.49,20241005,Corporate
RISK00722,LOAN00722,CUST0028,AAA,0.01,0.3053,0.0,0.0,1.0236,0.0,0.0,20240210,SME
RISK00723,LOAN00723,CUST0745,AAA,0.01,0.5033,2826.98,14.23,1.0192,2310.52,15.63,20250325,SME
RISK00724,LOAN00724,CUST0105,AAA,0.0954,0.4968,324531.71,15381.09,0.8255,340200.36,14559.21,20240529,Corporate
RISK00725,LOAN00725,CUST0411,B,0.5676,0.4787,12012.99,3264.05,0.7631,5486.07,3009.17,20240705,Retail
RISK00726,LOAN00726,CUST0611,A,0.2539,0.3801,54536.22,5263.15,1.0829,14711.71,5311.89,20240905,SME
RISK00727,LOAN00727,CUST0843,AAA,0.0831,0.5798,323063.44,15565.64,1.1384,458354.4,15280.52,20250510,SME
RISK00728,LOAN00728,CUST0033,AAA,0.0116,0.4788,129060.76,716.81,0.7068,122939.29,666.8,20241028,Corporate
RISK00729,LOAN00729,CUST0479,BBB,0.3885,0.6282,3259.5,795.5,0.9767,1266.19,788.99,20241204,Corporate
RISK00730,LOAN00730,CUST0717,BBB,0.3376,0.5442,11532.84,2118.84,1.3041,3072.27,1963.4,20240127,Sovereign
RISK00731,LOAN00731,CUST0828,AAA,0.0224,0.326,174837.98,1276.74,0.6524,227111.63,1380.08,20240418,Sovereign
RISK00732,LOAN00732,CUST0450,CC,0.7622,0.3594,116229.37,31839.26,1.1879,56196.49,33536.53,20250323,Retail
RISK00733,LOAN00733,CUST0976,AAA,0.0689,0.5062,209585.85,7309.76,1.352,235643.22,6765.41,20240115,Corporate
RISK00734,LOAN00734,CUST0297,BBB,0.3597,0.6534,428181.52,100634.64,0.755,194964.56,90731.78,20240524,Sovereign
RISK00735,LOAN00735,CUST0979,AAA,0.0841,0.5643,67310.08,3194.38,0.8727,44061.95,3328.87,20250101,SME
RISK00736,LOAN00736,CUST0646,A,0.2282,0.5052,320607.97,36961.82,0.959,262291.14,38570.89,20240612,Retail
RISK00737,LOAN00737,CUST0799,A,0.2204,0.5504,99269.0,12042.14,1.2405,104684.56,12550.55,20240803,Retail
RISK00738,LOAN00738,CUST0951,AAA,0.0451,0.6521,289822.63,8523.6,0.9994,305090.35,8544.49,20250215,Corporate
RISK00739,LOAN00739,CUST0526,AAA,0.054,0.4675,447739.13,11303.17,0.6726,197911.84,10384.3,20240903,SME
RISK00740,LOAN00740,CUST0683,AAA,0.0668,0.6737,325092.31,14630.18,0.872,242245.3,14343.64,20241220,Retail
RISK00741,LOAN00741,CUST0512,A,0.2059,0.6773,29274.71,4082.54,0.5041,26329.91,4189.75,20240110,SME
RISK00742,LOAN00742,CUST0869,AAA,0.079,0.4694,98498.7,3652.59,1.4795,123022.61,3912.23,20250125,Retail
RISK00743,LOAN00743,CUST0046,AAA,0.0354,0.6116,7201.8,155.92,0.3379,2174.58,160.96,20240531,Retail
RISK00744,LOAN00744,CUST0818,A,0.2502,0.4505,4898.03,552.08,0.2015,2963.08,581.43,20240416,Corporate
RISK00745,LOAN00745,CUST0738,AAA,0.0338,0.4544,10416.86,159.99,1.3808,7327.11,167.78,20250517,Corporate
RISK00746,LOAN00746,CUST0956,AAA,0.096,0.6115,112439.87,6600.67,0.4473,49234.3,6494.0,20250205,Retail
RISK00747,LOAN00747,CUST0410,AAA,0.0991,0.6012,55142.39,3285.32,1.4438,74449.49,2985.07,20240509,Retail
RISK00748,LOAN00748,CUST0590,D,0.95,0.6584,179967.21,112565.89,0.5434,44402.13,107354.71,20240912,SME
RISK00749,LOAN00749,CUST0255,AAA,0.072,0.6578,219076.42,10375.81,1.0936,73938.64,10366.28,20240426,Retail
RISK00750,LOAN00750,CUST0255,A,0.2577,0.4441,135551.61,15513.15,0.6167,53782.85,14343.95,20241027,Retail
RISK00751,LOAN00751,CUST0769,AAA,0.0289,0.3113,30247.51,272.12,1.2393,20425.04,295.59,20240706,Sovereign
RISK00752,LOAN00752,CUST0412,AAA,0.0538,0.6012,394950.96,12774.52,0.8232,272010.02,13346.04,20250102,Corporate
RISK00753,LOAN00753,CUST0560,AAA,0.0414,0.6391,126070.23,3335.66,1.4329,84129.49,3506.38,20240929,Corporate
RISK00754,LOAN00754,CUST0232,A,0.2205,0.6219,238129.7,32654.48,0.6125,300822.46,33927.07,20250331,SME
RISK00755,LOAN00755,CUST0999,AAA,0.01,0.4361,70507.25,307.48,0.9422,57356.96,287.38,20240630,Sovereign
RISK00756,LOAN00756,CUST0322,B,0.5781,0.6979,33853.38,13658.35,1.0561,29722.52,13541.0,20240619,Corporate
RISK00757,LOAN00757,CUST0952,AA,0.1894,0.5384,149763.87,15271.87,0.8719,116632.49,14241.6,20250313,Corporate
RISK00758,LOAN00758,CUST0569,AAA,0.0328,0.5398,38033.01,673.39,0.5493,34456.91,623.33,20241028,Corporate
RISK00759,LOAN00759,CUST0008,D,0.95,0.3188,238510.16,72235.19,0.3048,318559.9,66902.33,20240823,SME
RISK00760,LOAN00760,CUST0385,BBB,0.3595,0.3057,148864.98,16360.13,1.0962,217458.39,15011.96,20240121,Sovereign
RISK00761,LOAN00761,CUST0319,AAA,0.0309,0.4276,46394.51,613.0,0.4222,20342.21,649.76,20241124,Retail
RISK00762,LOAN00762,CUST0801,AAA,0.0131,0.5534,8147.79,59.07,0.9792,1763.3,61.97,20250323,SME
RISK00763,LOAN00763,CUST0345,CCC,0.6676,0.6728,37822.87,16988.57,0.3765,51408.03,18177.09,20241208,Sovereign
RISK00764,LOAN00764,CUST0877,B,0.5694,0.4896,16317.36,4548.92,1.0552,15552.35,4972.27,20250115,Corporate
RISK00765,LOAN00765,CUST0783,D,0.95,0.6643,139928.37,88306.7,1.4532,128884.6,81517.62,20250321,Corporate
RISK00766,LOAN00766,CUST0835,D,0.95,0.4898,308669.69,143627.09,0.3478,305693.14,139200.56,20240502,SME
RISK00767,LOAN00767,CUST0406,AAA,0.0444,0.6142,386080.52,10528.6,0.6849,534886.36,10942.61,20240712,SME
RISK00768,LOAN00768,CUST0822,A,0.2092,0.3589,270086.56,20278.61,1.194,255092.71,20081.51,20240901,SME
RISK00769,LOAN00769,CUST0169,AAA,0.0589,0.4543,6955.86,186.13,0.8035,3369.09,203.79,20240624,Sovereign
RISK00770,LOAN00770,CUST0050,CCC,0.6841,0.3512,213970.31,51407.63,1.1562,162657.18,46921.34,20240725,Retail
RISK00771,LOAN00771,CUST0712,A,0.2096,0.4222,224436.5,19861.09,1.1346,157551.41,21365.95,20241203,Sovereign
RISK00772,LOAN00772,CUST0668,CCC,0.6821,0.5852,335579.39,133951.52,0.6757,371236.6,144384.65,20250531,Sovereign
RISK00773,LOAN00773,CUST0789,CC,0.7065,0.3825,277758.02,75060.29,0.2744,378016.84,82352.23,20250402,Corporate
RISK00774,LOAN00774,CUST0661,A,0.2486,0.6591,522.28,85.58,1.3788,538.43,77.75,20240504,Retail
RISK00775,LOAN00775,CUST0013,AAA,0.0194,0.4546,210657.91,1857.84,1.4931,170440.3,1933.5,20241007,SME
RISK00776,LOAN00776,CUST0236,AAA,0.0306,0.3143,84361.14,811.35,1.0572,20522.57,799.28,20240617,Retail
RISK00777,LOAN00777,CUST0717,AAA,0.0425,0.6956,124632.92,3684.52,1.4152,133196.94,3362.58,20250328,Corporate
RISK00778,LOAN00778,CUST0261,B,0.5688,0.49,165083.47,46010.74,0.3988,148577.34,44475.52,20250211,SME
RISK00779,LOAN00779,CUST0462,AAA,0.0123,0.5147,0.0,0.0,1.3495,0.0,0.0,20240226,SME
RISK00780,LOAN00780,CUST0525,D,0.95,0.6106,136842.51,79378.23,1.2078,139078.88,79580.9,20241222,Corporate
RISK00781,LOAN00781,CUST0783,B,0.5105,0.6359,181898.71,59049.22,0.5499,114789.47,64334.82,20240726,Corporate
RISK00782,LOAN00782,CUST0260,D,0.95,0.37,94517.46,33222.89,0.5805,21833.48,35574.84,20240730,Retail
RISK00783,LOAN00783,CUST0209,BBB,0.3484,0.3451,181608.78,21835.34,0.8173,38732.06,20638.89,20250527,SME
RISK00784,LOAN00784,CUST0563,D,0.95,0.5059,28696.35,13791.61,1.036,33573.34,12923.61,20241113,Corporate
RISK00785,LOAN00785,CUST0592,AAA,0.01,0.5767,52947.61,305.35,1.1868,75073.45,322.08,20240830,SME
RISK00786,LOAN00786,CUST0445,B,0.592,0.5707,71321.31,24096.22,1.0221,18903.81,24634.32,20250517,Corporate
RISK00787,LOAN00787,CUST0125,AAA,0.0235,0.5212,198668.98,2433.34,1.1292,237318.05,2355.68,20250515,Sovereign
RISK00788,LOAN00788,CUST0666,BB,0.41,0.5201,99241.67,21162.39,0.5257,116187.88,19392.53,20240327,Retail
RISK00789,LOAN00789,CUST0323,AAA,0.01,0.6341,119020.48,754.71,0.9273,159310.07,773.57,20240224,Retail
RISK00790,LOAN00790,CUST0187,B,0.5331,0.6612,164088.67,57838.91,0.7494,206903.15,59441.2,20241229,Sovereign
RISK00791,LOAN00791,CUST0444,AAA,0.0709,0.5816,14551.03,600.02,0.6583,7754.17,542.43,20240225,Corporate
RISK00792,LOAN00792,CUST0966,BB,0.425,0.4075,337640.71,58475.15,0.6097,75994.24,59896.78,20250104,SME
RISK00793,LOAN00793,CUST0043,AAA,0.0141,0.5137,128123.18,928.02,0.2516,133382.65,884.8,20240310,SME
RISK00794,LOAN00794,CUST0637,AAA,0.0898,0.5263,119400.82,5643.09,1.147,134470.21,5369.43,20240428,Sovereign
RISK00795,LOAN00795,CUST0699,AAA,0.0569,0.6587,6033.76,226.15,0.7992,8690.84,219.75,20240715,SME
RISK00796,LOAN00796,CUST0609,AAA,0.0631,0.5309,37934.32,1270.79,0.5552,37714.97,1319.68,20241117,Corporate
RISK00797,LOAN00797,CUST0192,D,0.95,0.6738,471473.23,301794.73,1.138,288487.0,302994.85,20240405,Corporate
RISK00798,LOAN00798,CUST0803,AAA,0.0671,0.3552,194550.91,4636.91,0.6225,66884.75,4340.08,20250228,SME
RISK00799,LOAN00799,CUST0617,AAA,0.0592,0.676,8208.37,328.49,0.2092,7624.03,342.91,20250401,SME
RISK00800,LOAN00800,CUST0182,AAA,0.0996,0.6536,67716.08,4408.22,0.6183,100576.5,4450.07,20250211,Retail
RISK00801,LOAN00801,CUST0376,B,0.5045,0.474,233580.44,55856.79,0.7104,169969.41,58874.05,20240720,Retail
RISK00802,LOAN00802,CUST0003,AAA,0.01,0.4597,404675.6,1860.29,0.7505,183058.44,1854.85,20240211,Corporate
RISK00803,LOAN00803,CUST0921,AAA,0.0992,0.5012,362875.61,18041.83,0.8196,496113.83,17823.33,20240716,Sovereign
RISK00804,LOAN00804,CUST0626,CC,0.7183,0.3644,3200.14,837.63,0.4126,4140.98,845.97,20240313,Sovereign
RISK00805,LOAN00805,CUST0464,BBB,0.3706,0.4926,27290.26,4982.04,0.7957,35860.86,4815.46,20241024,Retail
RISK00806,LOAN00806,CUST0360,B,0.5886,0.3437,47338.08,9576.58,0.3068,32784.24,9545.25,20241009,Sovereign
RISK00807,LOAN00807,CUST0089,CC,0.7529,0.4762,8484.69,3042.02,0.5789,3743.73,2782.66,20240312,SME
RISK00808,LOAN00808,CUST0140,AAA,0.0256,0.5803,52451.72,779.21,0.4557,34945.56,843.84,20250326,Retail
RISK00809,LOAN00809,CUST0089,A,0.2464,0.5088,175178.87,21961.88,1.4318,144685.56,22561.0,20240215,Corporate
RISK00810,LOAN00810,CUST0569,BBB,0.3747,0.5931,123561.28,27459.59,1.0302,147473.72,28248.82,20240810,SME
RISK00811,LOAN00811,CUST0813,CC,0.7392,0.3283,21648.54,5253.65,0.9894,14578.99,5371.08,20250216,Retail
RISK00812,LOAN00812,CUST0047,AAA,0.0971,0.6135,79297.57,4723.82,0.9135,39348.5,4268.3,20250228,Corporate
RISK00813,LOAN00813,CUST0449,AAA,0.0546,0.3156,73279.38,1262.73,0.9133,68013.01,1351.35,20240824,Corporate
RISK00814,LOAN00814,CUST0199,AAA,0.0968,0.4272,295913.85,12236.91,0.9077,157930.31,11117.76,20240226,Sovereign
RISK00815,LOAN00815,CUST0944,AAA,0.01,0.444,228927.69,1016.44,0.8662,87076.31,1088.81,20240801,Retail
RISK00816,LOAN00816,CUST0361,AAA,0.0333,0.6063,18387.68,371.24,1.0834,7751.13,396.91,20240921,Retail
RISK00817,LOAN00817,CUST0506,AAA,0.0779,0.6766,217133.45,11444.48,1.3799,267482.18,10436.08,20240222,Corporate
RISK00818,LOAN00818,CUST0704,AAA,0.0168,0.3095,128145.3,666.3,0.3667,83117.57,691.83,20250302,Corporate
RISK00819,LOAN00819,CUST0380,B,0.5667,0.3729,286428.68,60528.8,0.4746,317690.02,57624.11,20240804,SME
RISK00820,LOAN00820,CUST0804,CCC,0.6746,0.3444,0.0,0.0,0.438,0.0,0.0,20240421,Retail
RISK00821,LOAN00821,CUST0737,AAA,0.0835,0.34,14702.63,417.41,0.9947,7409.82,379.3,20240820,Retail
RISK00822,LOAN00822,CUST0196,A,0.258,0.5666,42540.74,6218.72,1.1721,28243.16,6568.44,20240121,Corporate
RISK00823,LOAN00823,CUST0050,AAA,0.0579,0.3012,316104.89,5512.7,0.5282,363373.87,5551.15,20241007,SME
RISK00824,LOAN00824,CUST0961,AAA,0.0613,0.3375,4717.84,97.61,1.1991,5286.03,91.95,20240108,Sovereign
RISK00825,LOAN00825,CUST0670,BB,0.4243,0.5744,197994.22,48254.74,1.3657,267405.22,46894.71,20241006,Retail
RISK00826,LOAN00826,CUST0047,AAA,0.0398,0.4714,7528.6,141.25,0.6323,7671.56,148.54,20250105,SME
RISK00827,LOAN00827,CUST0845,BB,0.4229,0.6984,91932.39,27152.54,0.9238,118009.17,25878.05,20240527,Sovereign
RISK00828,LOAN00828,CUST0712,A,0.2653,0.6448,186368.08,31881.14,0.5709,125733.92,31721.13,20240730,Retail
RISK00829,LOAN00829,CUST0403,AAA,0.0828,0.3292,222449.23,6063.47,1.2557,116688.17,5787.69,20240410,Sovereign
RISK00830,LOAN00830,CUST0389,AAA,0.0628,0.5646,344534.72,12216.13,0.3978,320707.26,11722.44,20240813,SME
RISK00831,LOAN00831,CUST0798,BBB,0.3905,0.5573,122907.29,26747.78,1.3186,102695.47,25870.18,20240308,SME
RISK00832,LOAN00832,CUST0860,AAA,0.01,0.6546,2118.3,13.87,0.9194,2712.38,14.72,20240410,Retail
RISK00833,LOAN00833,CUST0394,A,0.2624,0.6694,355393.1,62425.0,1.4545,435735.07,57799.19,20240823,Corporate
RISK00834,LOAN00834,CUST0773,AAA,0.0771,0.4247,16703.56,546.95,0.3843,21642.41,600.91,20240906,Retail
RISK00835,LOAN00835,CUST0237,AAA,0.0256,0.6933,275372.43,4887.44,0.2116,70329.09,4997.93,20250201,SME
RISK00836,LOAN00836,CUST0712,AAA,0.0551,0.3724,0.0,0.0,0.7794,0.0,0.0,20240206,Retail
RISK00837,LOAN00837,CUST0981,AAA,0.0573,0.4955,179532.83,5097.32,1.1587,210039.87,5283.85,20250501,SME
RISK00838,LOAN00838,CUST0375,AAA,0.01,0.5354,27545.78,147.48,0.5967,31742.41,146.49,20250422,Corporate
RISK00839,LOAN00839,CUST0768,AAA,0.0992,0.4359,37833.33,1635.96,1.136,51401.16,1797.54,20241029,Sovereign
RISK00840,LOAN00840,CUST0548,AAA,0.0899,0.6215,7899.84,441.39,0.7273,3185.73,442.57,20250417,Corporate
RISK00841,LOAN00841,CUST0985,BBB,0.3496,0.3216,240970.53,27092.64,0.6496,248707.94,25870.46,20241009,Retail
RISK00842,LOAN00842,CUST0630,CCC,0.6726,0.3355,167270.15,37745.73,1.4576,127622.53,36563.57,20240908,Sovereign
RISK00843,LOAN00843,CUST0286,D,0.95,0.5309,320481.74,161636.57,0.2204,314054.4,164981.88,20240122,SME
RISK00844,LOAN00844,CUST0718,AAA,0.0937,0.5784,245625.24,13311.93,1.0767,98475.14,12152.79,20240320,Retail
RISK00845,LOAN00845,CUST0135,AAA,0.0194,0.6594,197360.68,2524.71,1.4088,237576.55,2532.35,20240925,SME
RISK00846,LOAN00846,CUST0516,A,0.2492,0.4378,157974.92,17235.03,1.2363,115217.77,18256.88,20241107,Corporate
RISK00847,LOAN00847,CUST0237,AAA,0.0684,0.5607,147838.53,5669.89,0.7544,55425.3,5420.37,20240229,SME
RISK00848,LOAN00848,CUST0092,CC,0.7249,0.6823,42358.86,20950.66,0.2557,56648.29,19389.18,20240528,SME
RISK00849,LOAN00849,CUST0967,AAA,0.0567,0.6206,234318.32,8245.2,0.6999,325189.1,7444.23,20250112,Corporate
RISK00850,LOAN00850,CUST0122,D,0.95,0.6879,82888.53,54168.07,0.5713,116631.94,57878.72,20250111,SME
RISK00851,LOAN00851,CUST0977,BBB,0.3695,0.3242,294767.61,35310.77,0.5827,296824.85,36757.14,20241207,Retail
RISK00852,LOAN00852,CUST0798,AA,0.1855,0.3899,159545.92,11539.39,1.1073,97929.92,11989.76,20240107,Retail
RISK00853,LOAN00853,CUST0009,AAA,0.0834,0.3354,152854.61,4275.7,0.4127,34476.31,4024.33,20240624,Retail
RISK00854,LOAN00854,CUST0262,A,0.2362,0.4066,65319.71,6273.23,1.4302,47917.91,5890.85,20250521,Retail
RISK00855,LOAN00855,CUST0696,CC,0.7261,0.5749,133126.6,55571.69,1.3439,173141.47,58608.24,20250108,SME
RISK00856,LOAN00856,CUST0638,A,0.2349,0.4055,19602.36,1867.16,0.3565,9995.66,1917.66,20241006,Corporate
RISK00857,LOAN00857,CUST0347,A,0.2031,0.3943,380557.24,30475.91,0.9965,411819.34,31250.45,20240806,Retail
RISK00858,LOAN00858,CUST0973,AAA,0.05,0.3112,355263.1,5527.89,0.8166,258899.25,5777.4,20240331,Sovereign
RISK00859,LOAN00859,CUST0274,AAA,0.0454,0.5347,8105.5,196.76,0.4827,2796.16,202.31,20240406,Retail
RISK00860,LOAN00860,CUST0817,AAA,0.0271,0.4547,278820.87,3435.73,1.3826,351364.5,3752.67,20250529,Retail
RISK00861,LOAN00861,CUST0796,AAA,0.0535,0.6633,156786.64,5563.82,1.0671,115296.75,5678.48,20241209,Sovereign
RISK00862,LOAN00862,CUST0948,AAA,0.0371,0.4525,8428.57,141.5,0.5374,9208.73,129.03,20250203,Retail
RISK00863,LOAN00863,CUST0458,AAA,0.0987,0.4063,6580.79,263.9,0.8984,7867.72,240.27,20240709,Retail
RISK00864,LOAN00864,CUST0956,AAA,0.0116,0.6107,237679.28,1683.75,1.2604,176569.47,1586.05,20241007,Retail
RISK00865,LOAN00865,CUST0219,D,0.95,0.3072,64738.21,18893.2,0.3593,46494.69,17820.31,20240408,Corporate
RISK00866,LOAN00866,CUST0703,AAA,0.0447,0.6665,346511.13,10323.45,0.9783,168526.16,10271.06,20250215,Retail
RISK00867,LOAN00867,CUST0326,CC,0.7464,0.4039,276030.98,83215.32,0.8439,261950.51,79767.08,20250530,Corporate
RISK00868,LOAN00868,CUST0667,CC,0.7343,0.5766,194920.59,82528.87,0.6832,268211.95,79362.75,20241002,SME
RISK00869,LOAN00869,CUST0350,AAA,0.0468,0.3446,82844.44,1336.06,0.4615,109012.32,1274.08,20240305,Sovereign
RISK00870,LOAN00870,CUST0662,CC,0.7034,0.5596,66883.33,26326.79,1.3216,45914.06,27660.97,20240419,Sovereign
RISK00871,LOAN00871,CUST0047,AAA,0.0847,0.3779,163518.28,5233.91,0.5795,194624.37,5527.87,20250419,Retail
RISK00872,LOAN00872,CUST0619,AAA,0.01,0.6974,231937.53,1617.53,0.5686,257211.12,1554.15,20240119,Retail
RISK00873,LOAN00873,CUST0204,AAA,0.01,0.558,244480.68,1364.2,0.3497,283293.26,1473.63,20240321,Corporate
RISK00874,LOAN00874,CUST0647,B,0.5659,0.3853,29669.18,6469.11,0.5243,7867.96,6644.93,20250422,Corporate
RISK00875,LOAN00875,CUST0174,AAA,0.0853,0.5765,28802.65,1416.38,1.478,10979.63,1520.33,20240829,Retail
RISK00876,LOAN00876,CUST0801,AAA,0.0397,0.663,35947.76,946.18,0.6396,28772.87,931.26,20241226,Sovereign
RISK00877,LOAN00877,CUST0471,BB,0.4163,0.38,153554.25,24291.36,0.5747,203601.97,22941.96,20241201,Retail
RISK00878,LOAN00878,CUST0015,D,0.95,0.5528,4937.64,2593.05,1.4569,3437.1,2741.89,20240902,Retail
RISK00879,LOAN00879,CUST0092,BBB,0.3812,0.4297,195941.89,32095.6,1.4351,285945.79,31352.03,20241016,SME
RISK00880,LOAN00880,CUST0135,CC,0.7175,0.5539,396215.56,157465.28,1.3509,370909.69,168605.54,20250316,Sovereign
RISK00881,LOAN00881,CUST0300,BB,0.4324,0.5525,35213.27,8412.49,1.0419,21178.98,7969.87,20250517,Retail
RISK00882,LOAN00882,CUST0752,AAA,0.01,0.4558,47856.08,218.13,0.3059,47647.08,215.94,20240411,Retail
RISK00883,LOAN00883,CUST0651,AAA,0.0276,0.6311,9513.27,165.71,1.2205,3916.08,161.61,20250526,SME
RISK00884,LOAN00884,CUST0686,AAA,0.01,0.6099,135019.85,823.49,1.344,175993.57,824.68,20240124,Sovereign
RISK00885,LOAN00885,CUST0677,A,0.2053,0.4255,37293.21,3257.75,0.7165,35000.34,3109.08,20240902,Sovereign
RISK00886,LOAN00886,CUST0488,A,0.2035,0.4712,94645.08,9075.44,0.569,26480.97,8663.28,20250423,Sovereign
RISK00887,LOAN00887,CUST0074,AAA,0.0592,0.3846,23805.93,542.02,1.4126,24052.58,588.5,20250412,Retail
RISK00888,LOAN00888,CUST0561,AAA,0.0667,0.3284,23079.12,505.53,1.3468,14095.28,493.98,20250221,Sovereign
RISK00889,LOAN00889,CUST0509,BBB,0.3763,0.6787,55503.56,14175.32,1.2271,11544.81,14891.4,20240402,Corporate
RISK00890,LOAN00890,CUST0545,AAA,0.0893,0.3925,49540.33,1736.4,1.4571,45315.29,1570.34,20241102,Corporate
RISK00891,LOAN00891,CUST0789,AAA,0.053,0.5487,289513.07,8419.36,0.2898,379428.93,8950.28,20240207,Retail
RISK00892,LOAN00892,CUST0431,AAA,0.063,0.4529,37414.43,1067.53,0.9965,54576.33,1116.25,20250108,Corporate
RISK00893,LOAN00893,CUST0032,AAA,0.0352,0.3094,230334.49,2508.55,0.4778,111871.6,2427.7,20241020,Sovereign
RISK00894,LOAN00894,CUST0827,AAA,0.014,0.6873,8441.3,81.22,0.2159,7857.85,83.54,20240707,Corporate
RISK00895,LOAN00895,CUST0314,CC,0.7551,0.3356,123595.7,31320.58,0.6987,158840.89,32734.58,20250311,Sovereign
RISK00896,LOAN00896,CUST0395,AAA,0.047,0.3151,120417.78,1783.35,1.1075,113829.77,1775.64,20241012,Sovereign
RISK00897,LOAN00897,CUST0999,B,0.5565,0.4432,142562.07,35161.62,0.8665,206461.51,34257.28,20241001,SME
RISK00898,LOAN00898,CUST0390,AAA,0.0162,0.3644,11194.39,66.08,0.6381,9782.18,72.29,20240611,SME
RISK00899,LOAN00899,CUST0212,AAA,0.084,0.6054,82724.46,4206.84,1.1771,21648.44,4244.87,20240814,Corporate
RISK00900,LOAN00900,CUST0358,CC,0.759,0.5981,22723.54,10315.53,1.4505,23037.2,10103.58,20240212,Corporate
RISK00901,LOAN00901,CUST0264,AAA,0.0834,0.6779,4826.97,272.9,0.4149,3886.8,256.07,20241218,Sovereign
RISK00902,LOAN00902,CUST0593,AAA,0.0657,0.5245,118069.51,4068.63,0.9566,92194.71,4424.3,20250530,Sovereign
RISK00903,LOAN00903,CUST0049,AAA,0.0818,0.557,100365.04,4572.89,0.3958,73784.96,4898.83,20240712,Sovereign
RISK00904,LOAN00904,CUST0597,AAA,0.0115,0.4915,0.0,0.0,0.5936,0.0,0.0,20250529,SME
RISK00905,LOAN00905,CUST0335,AAA,0.0586,0.6437,42137.24,1589.45,1.0232,28325.49,1497.25,20240703,SME
RISK00906,LOAN00906,CUST0251,AAA,0.0223,0.3218,88451.49,634.74,0.8843,83034.18,655.94,20240807,SME
RISK00907,LOAN00907,CUST0919,AAA,0.0707,0.4566,68337.09,2206.03,1.2508,35473.73,2418.81,20250211,Retail
RISK00908,LOAN00908,CUST0346,A,0.2611,0.4044,426073.82,44988.64,0.8158,195722.86,44868.95,20240322,SME
RISK00909,LOAN00909,CUST0306,AAA,0.0885,0.4186,158772.98,5881.92,1.4011,112073.51,5578.64,20240221,Sovereign
RISK00910,LOAN00910,CUST0849,AAA,0.0656,0.3075,9359.29,188.8,1.399,5157.96,171.61,20240706,Retail
RISK00911,LOAN00911,CUST0462,BB,0.4165,0.3131,101498.19,13235.99,0.8408,45485.71,12516.34,20240223,SME
RISK00912,LOAN00912,CUST0973,BBB,0.3423,0.5651,229414.19,44376.44,0.263,192865.26,42634.74,20240331,Sovereign
RISK00913,LOAN00913,CUST0911,AAA,0.0537,0.6166,68287.91,2261.11,1.4382,27334.97,2219.3,20240616,Corporate
RISK00914,LOAN00914,CUST0049,AAA,0.0872,0.6689,161153.7,9399.79,1.1894,72908.61,10062.55,20241129,Sovereign
RISK00915,LOAN00915,CUST0206,AAA,0.0108,0.3818,207975.83,857.58,0.6147,162806.77,815.59,20241027,SME
RISK00916,LOAN00916,CUST0023,A,0.2094,0.4825,46093.62,4657.09,1.2809,18878.79,4798.82,20250409,SME
RISK00917,LOAN00917,CUST0011,BBB,0.3582,0.5994,23770.98,5103.75,0.4229,20072.53,5054.4,20240201,SME
